Iteration,Temperature,CurrentCost ftv170
2063,1.6502e+01,5245
2064,1.6486e+01,5292
2065,1.6469e+01,5535
2066,1.6453e+01,5435
2067,1.6436e+01,5735
2068,1.6420e+01,5660
2069,1.6404e+01,5680
2070,1.6387e+01,5351
2071,1.6371e+01,5336
2072,1.6354e+01,5360
2073,1.6338e+01,5235
2074,1.6322e+01,5194
2075,1.6305e+01,5034
2076,1.6289e+01,5316
2077,1.6273e+01,5241
2078,1.6257e+01,5482
2079,1.6240e+01,5572
2080,1.6224e+01,5453
2081,1.6208e+01,5402
2082,1.6192e+01,5398
2083,1.6175e+01,5249
2084,1.6159e+01,5226
2085,1.6143e+01,5485
2086,1.6127e+01,5070
2087,1.6111e+01,5106
2088,1.6095e+01,5029
2089,1.6079e+01,4941
2090,1.6063e+01,5238
2091,1.6046e+01,5160
2092,1.6030e+01,5146
2093,1.6014e+01,5220
2094,1.5998e+01,5119
2095,1.5982e+01,5262
2096,1.5966e+01,5065
2097,1.5950e+01,5196
2098,1.5934e+01,5033
2099,1.5919e+01,5084
2100,1.5903e+01,4900
2101,1.5887e+01,4978
2102,1.5871e+01,5220
2103,1.5855e+01,5214
2104,1.5839e+01,5171
2105,1.5823e+01,5549
2106,1.5807e+01,5651
2107,1.5792e+01,5667
2108,1.5776e+01,5712
2109,1.5760e+01,5607
2110,1.5744e+01,5347
2111,1.5729e+01,5135
2112,1.5713e+01,5126
2113,1.5697e+01,5565
2114,1.5681e+01,5427
2115,1.5666e+01,5426
2116,1.5650e+01,5389
2117,1.5634e+01,5282
2118,1.5619e+01,5355
2119,1.5603e+01,5517
2120,1.5588e+01,5649
2121,1.5572e+01,5567
2122,1.5556e+01,5840
2123,1.5541e+01,5569
2124,1.5525e+01,5665
2125,1.5510e+01,5483
2126,1.5494e+01,5587
2127,1.5479e+01,5340
2128,1.5463e+01,5320
2129,1.5448e+01,5369
2130,1.5432e+01,5549
2131,1.5417e+01,5387
2132,1.5402e+01,5470
2133,1.5386e+01,5360
2134,1.5371e+01,4946
2135,1.5355e+01,4994
2136,1.5340e+01,4839
2137,1.5325e+01,4993
2138,1.5309e+01,4999
2139,1.5294e+01,4971
2140,1.5279e+01,4784
2141,1.5263e+01,4846
2142,1.5248e+01,5027
2143,1.5233e+01,4996
2144,1.5218e+01,5362
2145,1.5203e+01,5270
2146,1.5187e+01,5373
2147,1.5172e+01,5526
2148,1.5157e+01,5371
2149,1.5142e+01,5352
2150,1.5127e+01,5148
2151,1.5112e+01,5145
2152,1.5096e+01,5046
2153,1.5081e+01,5292
2154,1.5066e+01,5223
2155,1.5051e+01,5225
2156,1.5036e+01,5384
2157,1.5021e+01,5477
2158,1.5006e+01,5378
2159,1.4991e+01,5401
2160,1.4976e+01,5514
2161,1.4961e+01,5254
2162,1.4946e+01,5194
2163,1.4931e+01,5349
2164,1.4916e+01,5370
2165,1.4901e+01,5446
2166,1.4886e+01,5603
2167,1.4872e+01,5221
2168,1.4857e+01,5294
2169,1.4842e+01,5239
2170,1.4827e+01,5222
2171,1.4812e+01,5186
2172,1.4797e+01,5338
2173,1.4783e+01,5253
2174,1.4768e+01,5284
2175,1.4753e+01,5365
2176,1.4738e+01,5239
2177,1.4724e+01,5324
2178,1.4709e+01,5521
2179,1.4694e+01,5471
2180,1.4679e+01,5244
2181,1.4665e+01,5128
2182,1.4650e+01,5091
2183,1.4635e+01,5188
2184,1.4621e+01,5418
2185,1.4606e+01,5094
2186,1.4592e+01,4984
2187,1.4577e+01,5082
2188,1.4562e+01,5215
2189,1.4548e+01,5291
2190,1.4533e+01,5244
2191,1.4519e+01,5462
2192,1.4504e+01,5447
2193,1.4490e+01,5733
2194,1.4475e+01,5441
2195,1.4461e+01,5126
2196,1.4446e+01,5104
2197,1.4432e+01,5189
2198,1.4417e+01,4906
2199,1.4403e+01,4931
2200,1.4389e+01,4921
2201,1.4374e+01,4961
2202,1.4360e+01,4832
2203,1.4345e+01,4894
2204,1.4331e+01,4962
2205,1.4317e+01,4988
2206,1.4302e+01,4960
2207,1.4288e+01,4784
2208,1.4274e+01,4734
2209,1.4260e+01,4713
2210,1.4245e+01,4790
2211,1.4231e+01,4509
2212,1.4217e+01,4653
2213,1.4203e+01,4712
2214,1.4188e+01,4796
2215,1.4174e+01,4731
2216,1.4160e+01,4692
2217,1.4146e+01,4782
2218,1.4132e+01,4739
2219,1.4118e+01,4736
2220,1.4104e+01,4634
2221,1.4089e+01,4758
2222,1.4075e+01,4781
2223,1.4061e+01,4998
2224,1.4047e+01,4954
2225,1.4033e+01,5002
2226,1.4019e+01,5014
2227,1.4005e+01,5132
2228,1.3991e+01,4977
2229,1.3977e+01,4871
2230,1.3963e+01,4779
2231,1.3949e+01,4433
2232,1.3935e+01,4776
2233,1.3921e+01,4625
2234,1.3907e+01,4581
2235,1.3893e+01,4574
2236,1.3880e+01,4749
2237,1.3866e+01,4347
2238,1.3852e+01,4404
2239,1.3838e+01,4522
2240,1.3824e+01,4603
2241,1.3810e+01,4443
2242,1.3796e+01,4434
2243,1.3783e+01,4485
2244,1.3769e+01,4677
2245,1.3755e+01,4651
2246,1.3741e+01,4609
2247,1.3728e+01,4701
2248,1.3714e+01,4610
2249,1.3700e+01,4341
2250,1.3686e+01,4418
2251,1.3673e+01,4228
2252,1.3659e+01,4482
2253,1.3645e+01,4398
2254,1.3632e+01,4313
2255,1.3618e+01,4334
2256,1.3605e+01,4315
2257,1.3591e+01,4457
2258,1.3577e+01,4775
2259,1.3564e+01,4901
2260,1.3550e+01,5025
2261,1.3537e+01,4724
2262,1.3523e+01,4672
2263,1.3510e+01,4628
2264,1.3496e+01,4521
2265,1.3483e+01,4905
2266,1.3469e+01,4666
2267,1.3456e+01,4711
2268,1.3442e+01,4584
2269,1.3429e+01,4609
2270,1.3415e+01,4761
2271,1.3402e+01,4545
2272,1.3389e+01,4716
2273,1.3375e+01,4373
2274,1.3362e+01,4509
2275,1.3348e+01,4390
2276,1.3335e+01,4508
2277,1.3322e+01,4486
2278,1.3308e+01,4457
2279,1.3295e+01,4536
2280,1.3282e+01,4507
2281,1.3269e+01,4368
2282,1.3255e+01,4370
2283,1.3242e+01,4341
2284,1.3229e+01,4432
2285,1.3216e+01,4574
2286,1.3202e+01,4662
2287,1.3189e+01,4513
2288,1.3176e+01,4630
2289,1.3163e+01,4504
2290,1.3150e+01,4565
2291,1.3136e+01,4415
2292,1.3123e+01,4451
2293,1.3110e+01,4253
2294,1.3097e+01,4550
2295,1.3084e+01,4698
2296,1.3071e+01,4488
2297,1.3058e+01,4577
2298,1.3045e+01,4422
2299,1.3032e+01,4435
2300,1.3019e+01,4520
2301,1.3006e+01,4595
2302,1.2993e+01,4600
2303,1.2980e+01,4738
2304,1.2967e+01,4618
2305,1.2954e+01,4744
2306,1.2941e+01,4875
2307,1.2928e+01,4666
2308,1.2915e+01,4692
2309,1.2902e+01,4631
2310,1.2889e+01,4799
2311,1.2876e+01,4715
2312,1.2863e+01,4516
2313,1.2850e+01,4593
2314,1.2838e+01,4472
2315,1.2825e+01,4464
2316,1.2812e+01,4566
2317,1.2799e+01,4384
2318,1.2786e+01,4455
2319,1.2774e+01,4616
2320,1.2761e+01,4620
2321,1.2748e+01,4710
2322,1.2735e+01,4615
2323,1.2723e+01,4790
2324,1.2710e+01,4824
2325,1.2697e+01,4754
2326,1.2684e+01,4622
2327,1.2672e+01,4523
2328,1.2659e+01,4724
2329,1.2646e+01,4630
2330,1.2634e+01,4689
2331,1.2621e+01,4715
2332,1.2608e+01,4619
2333,1.2596e+01,4640
2334,1.2583e+01,4804
2335,1.2571e+01,4955
2336,1.2558e+01,4959
2337,1.2546e+01,4815
2338,1.2533e+01,4928
2339,1.2520e+01,4591
2340,1.2508e+01,4766
2341,1.2495e+01,4496
2342,1.2483e+01,4254
2343,1.2470e+01,4542
2344,1.2458e+01,4561
2345,1.2446e+01,4411
2346,1.2433e+01,4460
2347,1.2421e+01,4496
2348,1.2408e+01,4673
2349,1.2396e+01,4700
2350,1.2383e+01,4731
2351,1.2371e+01,4515
2352,1.2359e+01,4434
2353,1.2346e+01,4500
2354,1.2334e+01,4442
2355,1.2322e+01,4629
2356,1.2309e+01,4768
2357,1.2297e+01,4571
2358,1.2285e+01,4513
2359,1.2272e+01,4521
2360,1.2260e+01,4520
2361,1.2248e+01,4542
2362,1.2236e+01,4480
2363,1.2223e+01,4451
2364,1.2211e+01,4400
2365,1.2199e+01,4561
2366,1.2187e+01,4584
2367,1.2175e+01,4199
2368,1.2162e+01,4356
2369,1.2150e+01,4261
2370,1.2138e+01,4233
2371,1.2126e+01,4308
2372,1.2114e+01,4364
2373,1.2102e+01,4191
2374,1.2090e+01,4257
2375,1.2078e+01,4344
2376,1.2065e+01,4368
2377,1.2053e+01,4371
2378,1.2041e+01,4147
2379,1.2029e+01,4269
2380,1.2017e+01,4314
2381,1.2005e+01,4386
2382,1.1993e+01,4236
2383,1.1981e+01,4180
2384,1.1969e+01,4208
2385,1.1957e+01,4118
2386,1.1945e+01,4076
2387,1.1933e+01,4023
2388,1.1921e+01,4055
2389,1.1910e+01,4269
2390,1.1898e+01,4182
2391,1.1886e+01,4063
2392,1.1874e+01,4140
2393,1.1862e+01,4032
2394,1.1850e+01,4089
2395,1.1838e+01,3979
2396,1.1826e+01,4036
2397,1.1815e+01,4034
2398,1.1803e+01,3885
2399,1.1791e+01,3842
2400,1.1779e+01,3822
2401,1.1767e+01,3749
2402,1.1756e+01,3824
2403,1.1744e+01,3872
2404,1.1732e+01,3933
2405,1.1720e+01,4112
2406,1.1709e+01,3985
2407,1.1697e+01,3990
2408,1.1685e+01,3846
2409,1.1674e+01,3879
2410,1.1662e+01,3821
2411,1.1650e+01,3837
2412,1.1639e+01,4034
2413,1.1627e+01,4029
2414,1.1615e+01,4147
2415,1.1604e+01,4123
2416,1.1592e+01,4079
2417,1.1581e+01,4093
2418,1.1569e+01,4191
2419,1.1557e+01,4146
2420,1.1546e+01,4204
2421,1.1534e+01,4055
2422,1.1523e+01,4016
2423,1.1511e+01,4093
2424,1.1500e+01,4201
2425,1.1488e+01,4186
2426,1.1477e+01,4258
2427,1.1465e+01,4282
2428,1.1454e+01,4318
2429,1.1442e+01,4162
2430,1.1431e+01,4148
2431,1.1419e+01,4008
2432,1.1408e+01,4009
2433,1.1397e+01,3925
2434,1.1385e+01,3955
2435,1.1374e+01,4015
2436,1.1362e+01,4043
2437,1.1351e+01,4050
2438,1.1340e+01,4158
2439,1.1328e+01,4027
2440,1.1317e+01,4103
2441,1.1306e+01,4061
2442,1.1294e+01,4059
2443,1.1283e+01,4029
2444,1.1272e+01,3842
2445,1.1261e+01,3996
2446,1.1249e+01,3963
2447,1.1238e+01,3937
2448,1.1227e+01,3848
2449,1.1216e+01,3924
2450,1.1204e+01,3914
2451,1.1193e+01,4116
2452,1.1182e+01,4078
2453,1.1171e+01,4137
2454,1.1160e+01,4189
2455,1.1149e+01,4224
2456,1.1137e+01,4146
2457,1.1126e+01,4029
2458,1.1115e+01,3851
2459,1.1104e+01,3624
2460,1.1093e+01,3655
2461,1.1082e+01,3493
2462,1.1071e+01,3639
2463,1.1060e+01,3676
2464,1.1049e+01,3720
2465,1.1038e+01,3786
2466,1.1026e+01,3787
2467,1.1015e+01,3692
2468,1.1004e+01,3619
2469,1.0993e+01,3795
2470,1.0982e+01,3700
2471,1.0971e+01,3658
2472,1.0960e+01,3663
2473,1.0950e+01,3617
2474,1.0939e+01,3552
2475,1.0928e+01,3532
2476,1.0917e+01,3695
2477,1.0906e+01,3669
2478,1.0895e+01,3531
2479,1.0884e+01,3642
2480,1.0873e+01,3635
2481,1.0862e+01,3684
2482,1.0851e+01,3582
2483,1.0841e+01,3668
2484,1.0830e+01,3748
2485,1.0819e+01,3682
2486,1.0808e+01,3684
2487,1.0797e+01,3661
2488,1.0786e+01,3634
2489,1.0776e+01,3782
2490,1.0765e+01,3584
2491,1.0754e+01,3757
2492,1.0743e+01,3801
2493,1.0733e+01,3755
2494,1.0722e+01,3772
2495,1.0711e+01,3823
2496,1.0700e+01,3896
2497,1.0690e+01,3698
2498,1.0679e+01,3732
2499,1.0668e+01,3712
2500,1.0658e+01,3635
2501,1.0647e+01,3637
2502,1.0636e+01,3542
2503,1.0626e+01,3592
2504,1.0615e+01,3698
2505,1.0605e+01,3608
2506,1.0594e+01,3578
2507,1.0583e+01,3639
2508,1.0573e+01,3598
2509,1.0562e+01,3639
2510,1.0552e+01,3767
2511,1.0541e+01,3629
2512,1.0531e+01,3676
2513,1.0520e+01,3774
2514,1.0509e+01,3698
2515,1.0499e+01,3570
2516,1.0488e+01,3563
2517,1.0478e+01,3608
2518,1.0467e+01,3684
2519,1.0457e+01,3690
2520,1.0447e+01,3760
2521,1.0436e+01,3723
2522,1.0426e+01,3595
2523,1.0415e+01,3723
2524,1.0405e+01,3698
2525,1.0394e+01,3737
2526,1.0384e+01,3732
2527,1.0374e+01,3688
2528,1.0363e+01,3513
2529,1.0353e+01,3575
2530,1.0343e+01,3404
2531,1.0332e+01,3380
2532,1.0322e+01,3577
2533,1.0312e+01,3518
2534,1.0301e+01,3502
2535,1.0291e+01,3474
2536,1.0281e+01,3530
2537,1.0270e+01,3529
2538,1.0260e+01,3406
2539,1.0250e+01,3482
2540,1.0240e+01,3479
2541,1.0229e+01,3430
2542,1.0219e+01,3497
2543,1.0209e+01,3366
2544,1.0199e+01,3378
2545,1.0189e+01,3410
2546,1.0178e+01,3560
2547,1.0168e+01,3504
2548,1.0158e+01,3450
2549,1.0148e+01,3576
2550,1.0138e+01,3593
2551,1.0128e+01,3683
2552,1.0117e+01,3647
2553,1.0107e+01,3698
2554,1.0097e+01,3641
2555,1.0087e+01,3535
2556,1.0077e+01,3478
2557,1.0067e+01,3425
2558,1.0057e+01,3415
2559,1.0047e+01,3539
2560,1.0037e+01,3538
2561,1.0027e+01,3580
2562,1.0017e+01,3559
2563,1.0007e+01,3525
2564,9.9967e+00,3479
2565,9.9867e+00,3468
2566,9.9767e+00,3559
2567,9.9667e+00,3565
2568,9.9567e+00,3612
2569,9.9468e+00,3657
2570,9.9368e+00,3604
2571,9.9269e+00,3538
2572,9.9170e+00,3549
2573,9.9071e+00,3565
2574,9.8971e+00,3628
2575,9.8873e+00,3639
2576,9.8774e+00,3533
2577,9.8675e+00,3488
2578,9.8576e+00,3511
2579,9.8478e+00,3473
2580,9.8379e+00,3434
2581,9.8281e+00,3446
2582,9.8182e+00,3482
2583,9.8084e+00,3435
2584,9.7986e+00,3417
2585,9.7888e+00,3518
2586,9.7790e+00,3527
2587,9.7693e+00,3552
2588,9.7595e+00,3561
2589,9.7497e+00,3614
2590,9.7400e+00,3641
2591,9.7302e+00,3663
2592,9.7205e+00,3674
2593,9.7108e+00,3658
2594,9.7011e+00,3536
2595,9.6914e+00,3603
2596,9.6817e+00,3593
2597,9.6720e+00,3527
2598,9.6623e+00,3642
2599,9.6527e+00,3647
2600,9.6430e+00,3516
2601,9.6334e+00,3516
2602,9.6237e+00,3612
2603,9.6141e+00,3535
2604,9.6045e+00,3362
2605,9.5949e+00,3423
2606,9.5853e+00,3441
2607,9.5757e+00,3439
2608,9.5661e+00,3465
2609,9.5566e+00,3478
2610,9.5470e+00,3531
2611,9.5375e+00,3614
2612,9.5279e+00,3440
2613,9.5184e+00,3456
2614,9.5089e+00,3541
2615,9.4994e+00,3510
2616,9.4899e+00,3543
2617,9.4804e+00,3616
2618,9.4709e+00,3545
2619,9.4614e+00,3657
2620,9.4520e+00,3771
2621,9.4425e+00,3835
2622,9.4331e+00,3808
2623,9.4236e+00,3719
2624,9.4142e+00,3659
2625,9.4048e+00,3626
2626,9.3954e+00,3590
2627,9.3860e+00,3572
2628,9.3766e+00,3661
2629,9.3672e+00,3642
2630,9.3579e+00,3678
2631,9.3485e+00,3667
2632,9.3392e+00,3657
2633,9.3298e+00,3568
2634,9.3205e+00,3552
2635,9.3112e+00,3499
2636,9.3019e+00,3560
2637,9.2926e+00,3529
2638,9.2833e+00,3515
2639,9.2740e+00,3493
2640,9.2647e+00,3577
2641,9.2555e+00,3574
2642,9.2462e+00,3556
2643,9.2370e+00,3555
2644,9.2277e+00,3560
2645,9.2185e+00,3526
2646,9.2093e+00,3551
2647,9.2001e+00,3501
2648,9.1909e+00,3589
2649,9.1817e+00,3569
2650,9.1725e+00,3616
2651,9.1633e+00,3588
2652,9.1542e+00,3393
2653,9.1450e+00,3369
2654,9.1359e+00,3360
2655,9.1267e+00,3472
2656,9.1176e+00,3474
2657,9.1085e+00,3473
2658,9.0994e+00,3580
2659,9.0903e+00,3551
2660,9.0812e+00,3534
2661,9.0721e+00,3495
2662,9.0630e+00,3609
2663,9.0540e+00,3682
2664,9.0449e+00,3635
2665,9.0359e+00,3621
2666,9.0268e+00,3534
2667,9.0178e+00,3501
2668,9.0088e+00,3435
2669,8.9998e+00,3456
2670,8.9908e+00,3514
2671,8.9818e+00,3570
2672,8.9728e+00,3573
2673,8.9638e+00,3486
2674,8.9549e+00,3420
2675,8.9459e+00,3414
2676,8.9370e+00,3475
2677,8.9280e+00,3445
2678,8.9191e+00,3431
2679,8.9102e+00,3416
2680,8.9013e+00,3536
2681,8.8924e+00,3470
2682,8.8835e+00,3447
2683,8.8746e+00,3399
2684,8.8657e+00,3412
2685,8.8568e+00,3352
2686,8.8480e+00,3361
2687,8.8391e+00,3433
2688,8.8303e+00,3414
2689,8.8215e+00,3407
2690,8.8127e+00,3442
2691,8.8038e+00,3363
2692,8.7950e+00,3385
2693,8.7862e+00,3426
2694,8.7775e+00,3447
2695,8.7687e+00,3360
2696,8.7599e+00,3390
2697,8.7511e+00,3408
2698,8.7424e+00,3384
2699,8.7337e+00,3408
2700,8.7249e+00,3442
2701,8.7162e+00,3463
2702,8.7075e+00,3439
2703,8.6988e+00,3399
2704,8.6901e+00,3391
2705,8.6814e+00,3363
2706,8.6727e+00,3344
2707,8.6640e+00,3356
2708,8.6554e+00,3449
2709,8.6467e+00,3410
2710,8.6381e+00,3453
2711,8.6294e+00,3560
2712,8.6208e+00,3480
2713,8.6122e+00,3439
2714,8.6036e+00,3482
2715,8.5950e+00,3416
2716,8.5864e+00,3423
2717,8.5778e+00,3385
2718,8.5692e+00,3397
2719,8.5606e+00,3404
2720,8.5521e+00,3389
2721,8.5435e+00,3436
2722,8.5350e+00,3421
2723,8.5264e+00,3465
2724,8.5179e+00,3400
2725,8.5094e+00,3424
2726,8.5009e+00,3378
2727,8.4924e+00,3404
2728,8.4839e+00,3428
2729,8.4754e+00,3382
2730,8.4669e+00,3310
2731,8.4585e+00,3404
2732,8.4500e+00,3375
2733,8.4416e+00,3472
2734,8.4331e+00,3463
2735,8.4247e+00,3396
2736,8.4163e+00,3352
2737,8.4078e+00,3298
2738,8.3994e+00,3242
2739,8.3910e+00,3234
2740,8.3826e+00,3282
2741,8.3743e+00,3195
2742,8.3659e+00,3219
2743,8.3575e+00,3317
2744,8.3492e+00,3375
2745,8.3408e+00,3409
2746,8.3325e+00,3308
2747,8.3241e+00,3360
2748,8.3158e+00,3366
2749,8.3075e+00,3423
2750,8.2992e+00,3564
2751,8.2909e+00,3647
2752,8.2826e+00,3611
2753,8.2743e+00,3584
2754,8.2660e+00,3572
2755,8.2578e+00,3623
2756,8.2495e+00,3629
2757,8.2413e+00,3540
2758,8.2330e+00,3540
2759,8.2248e+00,3497
2760,8.2166e+00,3498
2761,8.2084e+00,3505
2762,8.2002e+00,3540
2763,8.1920e+00,3567
2764,8.1838e+00,3524
2765,8.1756e+00,3459
2766,8.1674e+00,3434
2767,8.1592e+00,3406
2768,8.1511e+00,3442
2769,8.1429e+00,3427
2770,8.1348e+00,3419
2771,8.1266e+00,3402
2772,8.1185e+00,3392
2773,8.1104e+00,3381
2774,8.1023e+00,3358
2775,8.0942e+00,3392
2776,8.0861e+00,3379
2777,8.0780e+00,3423
2778,8.0699e+00,3387
2779,8.0619e+00,3472
2780,8.0538e+00,3442
2781,8.0457e+00,3451
2782,8.0377e+00,3359
2783,8.0297e+00,3269
2784,8.0216e+00,3318
2785,8.0136e+00,3328
2786,8.0056e+00,3324
2787,7.9976e+00,3442
2788,7.9896e+00,3562
2789,7.9816e+00,3495
2790,7.9736e+00,3537
2791,7.9656e+00,3527
2792,7.9577e+00,3426
2793,7.9497e+00,3416
2794,7.9418e+00,3456
2795,7.9338e+00,3378
2796,7.9259e+00,3349
2797,7.9180e+00,3329
2798,7.9101e+00,3333
2799,7.9021e+00,3455
2800,7.8942e+00,3412
2801,7.8863e+00,3367
2802,7.8785e+00,3353
2803,7.8706e+00,3249
2804,7.8627e+00,3328
2805,7.8548e+00,3332
2806,7.8470e+00,3290
2807,7.8391e+00,3289
2808,7.8313e+00,3212
2809,7.8235e+00,3174
2810,7.8157e+00,3153
2811,7.8078e+00,3156
2812,7.8000e+00,3200
2813,7.7922e+00,3223
2814,7.7844e+00,3202
2815,7.7767e+00,3138
2816,7.7689e+00,3109
2817,7.7611e+00,3134
2818,7.7533e+00,3162
2819,7.7456e+00,3090
2820,7.7378e+00,3193
2821,7.7301e+00,3251
2822,7.7224e+00,3240
2823,7.7147e+00,3223
2824,7.7069e+00,3205
2825,7.6992e+00,3286
2826,7.6915e+00,3318
2827,7.6838e+00,3254
2828,7.6762e+00,3246
2829,7.6685e+00,3237
2830,7.6608e+00,3215
2831,7.6532e+00,3271
2832,7.6455e+00,3225
2833,7.6379e+00,3205
2834,7.6302e+00,3199
2835,7.6226e+00,3219
2836,7.6150e+00,3187
2837,7.6074e+00,3233
2838,7.5997e+00,3227
2839,7.5921e+00,3225
2840,7.5846e+00,3280
2841,7.5770e+00,3203
2842,7.5694e+00,3198
2843,7.5618e+00,3229
2844,7.5543e+00,3232
2845,7.5467e+00,3279
2846,7.5392e+00,3285
2847,7.5316e+00,3253
2848,7.5241e+00,3290
2849,7.5166e+00,3293
2850,7.5090e+00,3253
2851,7.5015e+00,3328
2852,7.4940e+00,3338
2853,7.4865e+00,3301
2854,7.4791e+00,3329
2855,7.4716e+00,3372
2856,7.4641e+00,3315
2857,7.4566e+00,3321
2858,7.4492e+00,3328
2859,7.4417e+00,3344
2860,7.4343e+00,3278
2861,7.4269e+00,3252
2862,7.4194e+00,3294
2863,7.4120e+00,3331
2864,7.4046e+00,3368
2865,7.3972e+00,3325
2866,7.3898e+00,3301
2867,7.3824e+00,3288
2868,7.3750e+00,3316
2869,7.3677e+00,3299
2870,7.3603e+00,3278
2871,7.3529e+00,3225
2872,7.3456e+00,3291
2873,7.3382e+00,3263
2874,7.3309e+00,3251
2875,7.3236e+00,3289
2876,7.3162e+00,3265
2877,7.3089e+00,3292
2878,7.3016e+00,3310
2879,7.2943e+00,3262
2880,7.2870e+00,3284
2881,7.2797e+00,3288
2882,7.2724e+00,3295
2883,7.2652e+00,3256
2884,7.2579e+00,3306
2885,7.2506e+00,3295
2886,7.2434e+00,3264
2887,7.2362e+00,3321
2888,7.2289e+00,3310
2889,7.2217e+00,3308
2890,7.2145e+00,3316
2891,7.2073e+00,3326
2892,7.2000e+00,3322
2893,7.1928e+00,3256
2894,7.1857e+00,3258
2895,7.1785e+00,3248
2896,7.1713e+00,3247
2897,7.1641e+00,3268
2898,7.1570e+00,3270
2899,7.1498e+00,3265
2900,7.1426e+00,3218
2901,7.1355e+00,3275
2902,7.1284e+00,3237
2903,7.1212e+00,3267
2904,7.1141e+00,3242
2905,7.1070e+00,3266
2906,7.0999e+00,3209
2907,7.0928e+00,3203
2908,7.0857e+00,3212
2909,7.0786e+00,3176
2910,7.0715e+00,3215
2911,7.0645e+00,3186
2912,7.0574e+00,3174
2913,7.0503e+00,3214
2914,7.0433e+00,3219
2915,7.0363e+00,3224
2916,7.0292e+00,3227
2917,7.0222e+00,3206
2918,7.0152e+00,3204
2919,7.0082e+00,3190
2920,7.0011e+00,3167
2921,6.9941e+00,3175
2922,6.9871e+00,3204
2923,6.9802e+00,3163
2924,6.9732e+00,3179
2925,6.9662e+00,3185
2926,6.9592e+00,3182
2927,6.9523e+00,3137
2928,6.9453e+00,3173
2929,6.9384e+00,3139
2930,6.9314e+00,3170
2931,6.9245e+00,3207
2932,6.9176e+00,3176
2933,6.9107e+00,3158
2934,6.9038e+00,3176
2935,6.8969e+00,3144
2936,6.8900e+00,3130
2937,6.8831e+00,3086
2938,6.8762e+00,3131
2939,6.8693e+00,3107
2940,6.8624e+00,3183
2941,6.8556e+00,3142
2942,6.8487e+00,3171
2943,6.8419e+00,3154
2944,6.8350e+00,3102
2945,6.8282e+00,3102
2946,6.8214e+00,3136
2947,6.8145e+00,3156
2948,6.8077e+00,3196
2949,6.8009e+00,3173
2950,6.7941e+00,3180
2951,6.7873e+00,3200
2952,6.7805e+00,3202
2953,6.7738e+00,3218
2954,6.7670e+00,3162
2955,6.7602e+00,3186
2956,6.7535e+00,3182
2957,6.7467e+00,3164
2958,6.7400e+00,3197
2959,6.7332e+00,3173
2960,6.7265e+00,3127
2961,6.7198e+00,3202
2962,6.7130e+00,3172
2963,6.7063e+00,3216
2964,6.6996e+00,3200
2965,6.6929e+00,3215
2966,6.6862e+00,3201
2967,6.6795e+00,3189
2968,6.6729e+00,3143
2969,6.6662e+00,3153
2970,6.6595e+00,3122
2971,6.6529e+00,3146
2972,6.6462e+00,3116
2973,6.6396e+00,3146
2974,6.6329e+00,3125
2975,6.6263e+00,3117
2976,6.6197e+00,3131
2977,6.6130e+00,3155
2978,6.6064e+00,3112
2979,6.5998e+00,3134
2980,6.5932e+00,3132
2981,6.5866e+00,3156
2982,6.5801e+00,3144
2983,6.5735e+00,3149
2984,6.5669e+00,3167
2985,6.5603e+00,3191
2986,6.5538e+00,3226
2987,6.5472e+00,3183
2988,6.5407e+00,3206
2989,6.5341e+00,3211
2990,6.5276e+00,3205
2991,6.5211e+00,3205
2992,6.5145e+00,3157
2993,6.5080e+00,3153
2994,6.5015e+00,3141
2995,6.4950e+00,3165
2996,6.4885e+00,3169
2997,6.4820e+00,3183
2998,6.4756e+00,3232
2999,6.4691e+00,3206
3000,6.4626e+00,3192
3001,6.4561e+00,3185
3002,6.4497e+00,3199
3003,6.4432e+00,3228
3004,6.4368e+00,3199
3005,6.4304e+00,3183
3006,6.4239e+00,3185
3007,6.4175e+00,3159
3008,6.4111e+00,3152
3009,6.4047e+00,3169
3010,6.3983e+00,3123
3011,6.3919e+00,3123
3012,6.3855e+00,3104
3013,6.3791e+00,3116
3014,6.3727e+00,3136
3015,6.3663e+00,3100
3016,6.3600e+00,3052
3017,6.3536e+00,3112
3018,6.3473e+00,3101
3019,6.3409e+00,3135
3020,6.3346e+00,3161
3021,6.3282e+00,3190
3022,6.3219e+00,3165
3023,6.3156e+00,3154
3024,6.3093e+00,3166
3025,6.3030e+00,3152
3026,6.2967e+00,3123
3027,6.2904e+00,3123
3028,6.2841e+00,3119
3029,6.2778e+00,3150
3030,6.2715e+00,3150
3031,6.2652e+00,3178
3032,6.2590e+00,3142
3033,6.2527e+00,3168
3034,6.2465e+00,3186
3035,6.2402e+00,3151
3036,6.2340e+00,3176
3037,6.2277e+00,3165
3038,6.2215e+00,3143
3039,6.2153e+00,3126
3040,6.2091e+00,3147
3041,6.2029e+00,3180
3042,6.1967e+00,3203
3043,6.1905e+00,3153
3044,6.1843e+00,3192
3045,6.1781e+00,3173
3046,6.1719e+00,3173
3047,6.1658e+00,3165
3048,6.1596e+00,3174
3049,6.1534e+00,3181
3050,6.1473e+00,3157
3051,6.1411e+00,3144
3052,6.1350e+00,3126
3053,6.1288e+00,3126
3054,6.1227e+00,3126
3055,6.1166e+00,3122
3056,6.1105e+00,3142
3057,6.1044e+00,3126
3058,6.0983e+00,3093
3059,6.0922e+00,3117
3060,6.0861e+00,3103
