Iteration,Temperature,CurrentCost ftv170
4059,2.2401e+00,2960
4060,2.2378e+00,2960
4061,2.2356e+00,2960
4062,2.2333e+00,2960
4063,2.2311e+00,2960
4064,2.2289e+00,2960
4065,2.2267e+00,2960
4066,2.2244e+00,2960
4067,2.2222e+00,2960
4068,2.2200e+00,2960
4069,2.2178e+00,2960
4070,2.2155e+00,2960
4071,2.2133e+00,2960
4072,2.2111e+00,2960
4073,2.2089e+00,2960
4074,2.2067e+00,2960
4075,2.2045e+00,2960
4076,2.2023e+00,2960
4077,2.2001e+00,2960
4078,2.1979e+00,2960
4079,2.1957e+00,2960
4080,2.1935e+00,2960
4081,2.1913e+00,2965
4082,2.1891e+00,2965
4083,2.1869e+00,2962
4084,2.1847e+00,2962
4085,2.1825e+00,2957
4086,2.1804e+00,2957
4087,2.1782e+00,2957
4088,2.1760e+00,2957
4089,2.1738e+00,2957
4090,2.1717e+00,2957
4091,2.1695e+00,2961
4092,2.1673e+00,2961
4093,2.1651e+00,2961
4094,2.1630e+00,2961
4095,2.1608e+00,2961
4096,2.1587e+00,2961
4097,2.1565e+00,2961
4098,2.1543e+00,2961
4099,2.1522e+00,2961
4100,2.1500e+00,2961
4101,2.1479e+00,2961
4102,2.1457e+00,2961
4103,2.1436e+00,2961
4104,2.1414e+00,2961
4105,2.1393e+00,2961
4106,2.1372e+00,2961
4107,2.1350e+00,2961
4108,2.1329e+00,2961
4109,2.1308e+00,2961
4110,2.1286e+00,2961
4111,2.1265e+00,2961
4112,2.1244e+00,2961
4113,2.1222e+00,2961
4114,2.1201e+00,2961
4115,2.1180e+00,2961
4116,2.1159e+00,2961
4117,2.1138e+00,2961
4118,2.1117e+00,2966
4119,2.1095e+00,2961
4120,2.1074e+00,2961
4121,2.1053e+00,2961
4122,2.1032e+00,2961
4123,2.1011e+00,2961
4124,2.0990e+00,2961
4125,2.0969e+00,2961
4126,2.0948e+00,2965
4127,2.0927e+00,2965
4128,2.0906e+00,2961
4129,2.0885e+00,2961
4130,2.0865e+00,2961
4131,2.0844e+00,2961
4132,2.0823e+00,2961
4133,2.0802e+00,2961
4134,2.0781e+00,2961
4135,2.0760e+00,2961
4136,2.0740e+00,2957
4137,2.0719e+00,2957
4138,2.0698e+00,2957
4139,2.0678e+00,2957
4140,2.0657e+00,2957
4141,2.0636e+00,2957
4142,2.0616e+00,2957
4143,2.0595e+00,2957
4144,2.0574e+00,2960
4145,2.0554e+00,2960
4146,2.0533e+00,2960
4147,2.0513e+00,2965
4148,2.0492e+00,2965
4149,2.0472e+00,2965
4150,2.0451e+00,2965
4151,2.0431e+00,2965
4152,2.0410e+00,2965
4153,2.0390e+00,2965
4154,2.0370e+00,2965
4155,2.0349e+00,2969
4156,2.0329e+00,2969
4157,2.0309e+00,2969
4158,2.0288e+00,2964
4159,2.0268e+00,2961
4160,2.0248e+00,2961
4161,2.0227e+00,2961
4162,2.0207e+00,2961
4163,2.0187e+00,2961
4164,2.0167e+00,2961
4165,2.0147e+00,2961
4166,2.0126e+00,2961
4167,2.0106e+00,2961
4168,2.0086e+00,2961
4169,2.0066e+00,2961
4170,2.0046e+00,2961
4171,2.0026e+00,2961
4172,2.0006e+00,2961
4173,1.9986e+00,2961
4174,1.9966e+00,2966
4175,1.9946e+00,2966
4176,1.9926e+00,2966
4177,1.9906e+00,2970
4178,1.9886e+00,2970
4179,1.9866e+00,2970
4180,1.9847e+00,2970
4181,1.9827e+00,2966
4182,1.9807e+00,2966
4183,1.9787e+00,2966
4184,1.9767e+00,2969
4185,1.9747e+00,2969
4186,1.9728e+00,2966
4187,1.9708e+00,2961
4188,1.9688e+00,2961
4189,1.9669e+00,2961
4190,1.9649e+00,2961
4191,1.9629e+00,2961
4192,1.9610e+00,2961
4193,1.9590e+00,2957
4194,1.9570e+00,2957
4195,1.9551e+00,2957
4196,1.9531e+00,2957
4197,1.9512e+00,2957
4198,1.9492e+00,2957
4199,1.9473e+00,2957
4200,1.9453e+00,2957
4201,1.9434e+00,2957
4202,1.9414e+00,2957
4203,1.9395e+00,2957
4204,1.9376e+00,2957
4205,1.9356e+00,2957
4206,1.9337e+00,2957
4207,1.9318e+00,2957
4208,1.9298e+00,2957
4209,1.9279e+00,2957
4210,1.9260e+00,2957
4211,1.9240e+00,2957
4212,1.9221e+00,2957
4213,1.9202e+00,2957
4214,1.9183e+00,2957
4215,1.9164e+00,2957
4216,1.9144e+00,2957
4217,1.9125e+00,2957
4218,1.9106e+00,2957
4219,1.9087e+00,2957
4220,1.9068e+00,2957
4221,1.9049e+00,2957
4222,1.9030e+00,2957
4223,1.9011e+00,2957
4224,1.8992e+00,2957
4225,1.8973e+00,2957
4226,1.8954e+00,2957
4227,1.8935e+00,2957
4228,1.8916e+00,2957
4229,1.8897e+00,2957
4230,1.8878e+00,2957
4231,1.8859e+00,2957
4232,1.8840e+00,2957
4233,1.8822e+00,2957
4234,1.8803e+00,2957
4235,1.8784e+00,2957
4236,1.8765e+00,2957
4237,1.8746e+00,2957
4238,1.8728e+00,2957
4239,1.8709e+00,2957
4240,1.8690e+00,2957
4241,1.8671e+00,2957
4242,1.8653e+00,2960
4243,1.8634e+00,2960
4244,1.8616e+00,2960
4245,1.8597e+00,2960
4246,1.8578e+00,2960
4247,1.8560e+00,2960
4248,1.8541e+00,2960
4249,1.8523e+00,2960
4250,1.8504e+00,2960
4251,1.8486e+00,2960
4252,1.8467e+00,2960
4253,1.8449e+00,2960
4254,1.8430e+00,2960
4255,1.8412e+00,2960
4256,1.8393e+00,2960
4257,1.8375e+00,2960
4258,1.8357e+00,2960
4259,1.8338e+00,2960
4260,1.8320e+00,2960
4261,1.8302e+00,2957
4262,1.8283e+00,2957
4263,1.8265e+00,2957
4264,1.8247e+00,2957
4265,1.8228e+00,2957
4266,1.8210e+00,2957
4267,1.8192e+00,2957
4268,1.8174e+00,2957
4269,1.8156e+00,2957
4270,1.8138e+00,2957
4271,1.8119e+00,2957
4272,1.8101e+00,2960
4273,1.8083e+00,2960
4274,1.8065e+00,2960
4275,1.8047e+00,2968
4276,1.8029e+00,2968
4277,1.8011e+00,2968
4278,1.7993e+00,2960
4279,1.7975e+00,2960
4280,1.7957e+00,2960
4281,1.7939e+00,2957
4282,1.7921e+00,2957
4283,1.7903e+00,2962
4284,1.7885e+00,2962
4285,1.7867e+00,2962
4286,1.7849e+00,2962
4287,1.7832e+00,2962
4288,1.7814e+00,2962
4289,1.7796e+00,2962
4290,1.7778e+00,2962
4291,1.7760e+00,2962
4292,1.7743e+00,2962
4293,1.7725e+00,2962
4294,1.7707e+00,2962
4295,1.7689e+00,2962
4296,1.7672e+00,2962
4297,1.7654e+00,2962
4298,1.7636e+00,2962
4299,1.7619e+00,2962
4300,1.7601e+00,2962
4301,1.7584e+00,2962
4302,1.7566e+00,2962
4303,1.7548e+00,2962
4304,1.7531e+00,2962
4305,1.7513e+00,2962
4306,1.7496e+00,2965
4307,1.7478e+00,2965
4308,1.7461e+00,2965
4309,1.7443e+00,2965
4310,1.7426e+00,2965
4311,1.7409e+00,2965
4312,1.7391e+00,2965
4313,1.7374e+00,2965
4314,1.7356e+00,2965
4315,1.7339e+00,2965
4316,1.7322e+00,2962
4317,1.7304e+00,2962
4318,1.7287e+00,2962
4319,1.7270e+00,2962
4320,1.7253e+00,2962
4321,1.7235e+00,2962
4322,1.7218e+00,2962
4323,1.7201e+00,2962
4324,1.7184e+00,2962
4325,1.7166e+00,2962
4326,1.7149e+00,2962
4327,1.7132e+00,2962
4328,1.7115e+00,2962
4329,1.7098e+00,2962
4330,1.7081e+00,2962
4331,1.7064e+00,2962
4332,1.7047e+00,2962
4333,1.7030e+00,2962
4334,1.7013e+00,2962
4335,1.6996e+00,2962
4336,1.6979e+00,2962
4337,1.6962e+00,2962
4338,1.6945e+00,2962
4339,1.6928e+00,2962
4340,1.6911e+00,2962
4341,1.6894e+00,2962
4342,1.6877e+00,2962
4343,1.6860e+00,2962
4344,1.6843e+00,2962
4345,1.6826e+00,2962
4346,1.6810e+00,2962
4347,1.6793e+00,2962
4348,1.6776e+00,2962
4349,1.6759e+00,2962
4350,1.6742e+00,2962
4351,1.6726e+00,2962
4352,1.6709e+00,2962
4353,1.6692e+00,2962
4354,1.6676e+00,2962
4355,1.6659e+00,2962
4356,1.6642e+00,2962
4357,1.6626e+00,2962
4358,1.6609e+00,2962
4359,1.6592e+00,2962
4360,1.6576e+00,2962
4361,1.6559e+00,2962
4362,1.6543e+00,2962
4363,1.6526e+00,2962
4364,1.6510e+00,2965
4365,1.6493e+00,2965
4366,1.6476e+00,2965
4367,1.6460e+00,2965
4368,1.6444e+00,2960
4369,1.6427e+00,2960
4370,1.6411e+00,2960
4371,1.6394e+00,2960
4372,1.6378e+00,2960
4373,1.6362e+00,2960
4374,1.6345e+00,2960
4375,1.6329e+00,2964
4376,1.6312e+00,2960
4377,1.6296e+00,2960
4378,1.6280e+00,2960
4379,1.6264e+00,2960
4380,1.6247e+00,2960
4381,1.6231e+00,2960
4382,1.6215e+00,2960
4383,1.6199e+00,2960
4384,1.6182e+00,2960
4385,1.6166e+00,2960
4386,1.6150e+00,2960
4387,1.6134e+00,2960
4388,1.6118e+00,2960
4389,1.6102e+00,2960
4390,1.6086e+00,2960
4391,1.6069e+00,2960
4392,1.6053e+00,2960
4393,1.6037e+00,2960
4394,1.6021e+00,2960
4395,1.6005e+00,2960
4396,1.5989e+00,2960
4397,1.5973e+00,2961
4398,1.5957e+00,2961
4399,1.5941e+00,2961
4400,1.5925e+00,2961
4401,1.5910e+00,2961
4402,1.5894e+00,2961
4403,1.5878e+00,2961
4404,1.5862e+00,2961
4405,1.5846e+00,2961
4406,1.5830e+00,2961
4407,1.5814e+00,2957
4408,1.5798e+00,2957
4409,1.5783e+00,2957
4410,1.5767e+00,2957
4411,1.5751e+00,2957
4412,1.5735e+00,2957
4413,1.5720e+00,2957
4414,1.5704e+00,2957
4415,1.5688e+00,2957
4416,1.5673e+00,2957
4417,1.5657e+00,2957
4418,1.5641e+00,2957
4419,1.5626e+00,2957
4420,1.5610e+00,2957
4421,1.5594e+00,2957
4422,1.5579e+00,2957
4423,1.5563e+00,2960
4424,1.5548e+00,2960
4425,1.5532e+00,2960
4426,1.5517e+00,2960
4427,1.5501e+00,2960
4428,1.5485e+00,2960
4429,1.5470e+00,2957
4430,1.5455e+00,2957
4431,1.5439e+00,2957
4432,1.5424e+00,2957
4433,1.5408e+00,2957
4434,1.5393e+00,2957
4435,1.5377e+00,2957
4436,1.5362e+00,2957
4437,1.5347e+00,2957
4438,1.5331e+00,2957
4439,1.5316e+00,2957
4440,1.5301e+00,2957
4441,1.5285e+00,2957
4442,1.5270e+00,2957
4443,1.5255e+00,2957
4444,1.5240e+00,2957
4445,1.5224e+00,2957
4446,1.5209e+00,2957
4447,1.5194e+00,2957
4448,1.5179e+00,2957
4449,1.5164e+00,2957
4450,1.5148e+00,2957
4451,1.5133e+00,2957
4452,1.5118e+00,2957
4453,1.5103e+00,2957
4454,1.5088e+00,2957
4455,1.5073e+00,2957
4456,1.5058e+00,2957
4457,1.5043e+00,2957
4458,1.5028e+00,2957
4459,1.5013e+00,2957
4460,1.4998e+00,2957
4461,1.4983e+00,2957
4462,1.4968e+00,2957
4463,1.4953e+00,2957
4464,1.4938e+00,2957
4465,1.4923e+00,2957
4466,1.4908e+00,2957
4467,1.4893e+00,2962
4468,1.4878e+00,2957
4469,1.4863e+00,2957
4470,1.4848e+00,2957
4471,1.4833e+00,2957
4472,1.4819e+00,2957
4473,1.4804e+00,2963
4474,1.4789e+00,2957
4475,1.4774e+00,2957
4476,1.4759e+00,2957
4477,1.4745e+00,2957
4478,1.4730e+00,2957
4479,1.4715e+00,2957
4480,1.4700e+00,2957
4481,1.4686e+00,2957
4482,1.4671e+00,2957
4483,1.4656e+00,2957
4484,1.4642e+00,2957
4485,1.4627e+00,2957
4486,1.4612e+00,2962
4487,1.4598e+00,2962
4488,1.4583e+00,2962
4489,1.4569e+00,2962
4490,1.4554e+00,2962
4491,1.4540e+00,2957
4492,1.4525e+00,2957
4493,1.4510e+00,2957
4494,1.4496e+00,2957
4495,1.4481e+00,2957
4496,1.4467e+00,2957
4497,1.4453e+00,2957
4498,1.4438e+00,2957
4499,1.4424e+00,2957
4500,1.4409e+00,2957
4501,1.4395e+00,2957
4502,1.4380e+00,2957
4503,1.4366e+00,2957
4504,1.4352e+00,2957
4505,1.4337e+00,2957
4506,1.4323e+00,2957
4507,1.4309e+00,2957
4508,1.4294e+00,2957
4509,1.4280e+00,2957
4510,1.4266e+00,2957
4511,1.4252e+00,2957
4512,1.4237e+00,2957
4513,1.4223e+00,2957
4514,1.4209e+00,2960
4515,1.4195e+00,2960
4516,1.4180e+00,2960
4517,1.4166e+00,2960
4518,1.4152e+00,2960
4519,1.4138e+00,2960
4520,1.4124e+00,2960
4521,1.4110e+00,2960
4522,1.4096e+00,2960
4523,1.4081e+00,2960
4524,1.4067e+00,2960
4525,1.4053e+00,2960
4526,1.4039e+00,2960
4527,1.4025e+00,2960
4528,1.4011e+00,2960
4529,1.3997e+00,2960
4530,1.3983e+00,2960
4531,1.3969e+00,2960
4532,1.3955e+00,2960
4533,1.3941e+00,2960
4534,1.3927e+00,2960
4535,1.3913e+00,2960
4536,1.3899e+00,2960
4537,1.3886e+00,2960
4538,1.3872e+00,2960
4539,1.3858e+00,2960
4540,1.3844e+00,2960
4541,1.3830e+00,2960
4542,1.3816e+00,2960
4543,1.3802e+00,2960
4544,1.3789e+00,2960
4545,1.3775e+00,2960
4546,1.3761e+00,2960
4547,1.3747e+00,2960
4548,1.3734e+00,2965
4549,1.3720e+00,2965
4550,1.3706e+00,2965
4551,1.3692e+00,2965
4552,1.3679e+00,2965
4553,1.3665e+00,2960
4554,1.3651e+00,2960
4555,1.3638e+00,2960
4556,1.3624e+00,2960
4557,1.3610e+00,2960
4558,1.3597e+00,2960
4559,1.3583e+00,2960
4560,1.3570e+00,2960
4561,1.3556e+00,2960
4562,1.3543e+00,2960
4563,1.3529e+00,2957
4564,1.3515e+00,2957
4565,1.3502e+00,2957
4566,1.3488e+00,2957
4567,1.3475e+00,2957
4568,1.3462e+00,2957
4569,1.3448e+00,2957
4570,1.3435e+00,2957
4571,1.3421e+00,2957
4572,1.3408e+00,2957
4573,1.3394e+00,2957
4574,1.3381e+00,2957
4575,1.3368e+00,2957
4576,1.3354e+00,2957
4577,1.3341e+00,2957
4578,1.3327e+00,2957
4579,1.3314e+00,2960
4580,1.3301e+00,2960
4581,1.3288e+00,2960
4582,1.3274e+00,2960
4583,1.3261e+00,2960
4584,1.3248e+00,2960
4585,1.3234e+00,2960
4586,1.3221e+00,2960
4587,1.3208e+00,2960
4588,1.3195e+00,2960
4589,1.3182e+00,2960
4590,1.3168e+00,2960
4591,1.3155e+00,2960
4592,1.3142e+00,2960
4593,1.3129e+00,2960
4594,1.3116e+00,2960
4595,1.3103e+00,2960
4596,1.3090e+00,2960
4597,1.3077e+00,2960
4598,1.3063e+00,2960
4599,1.3050e+00,2960
4600,1.3037e+00,2960
4601,1.3024e+00,2960
4602,1.3011e+00,2960
4603,1.2998e+00,2960
4604,1.2985e+00,2960
4605,1.2972e+00,2960
4606,1.2959e+00,2957
4607,1.2946e+00,2957
4608,1.2933e+00,2957
4609,1.2920e+00,2957
4610,1.2908e+00,2957
4611,1.2895e+00,2957
4612,1.2882e+00,2957
4613,1.2869e+00,2957
4614,1.2856e+00,2957
4615,1.2843e+00,2957
4616,1.2830e+00,2957
4617,1.2817e+00,2957
4618,1.2805e+00,2957
4619,1.2792e+00,2957
4620,1.2779e+00,2957
4621,1.2766e+00,2957
4622,1.2754e+00,2957
4623,1.2741e+00,2957
4624,1.2728e+00,2957
4625,1.2715e+00,2957
4626,1.2703e+00,2957
4627,1.2690e+00,2957
4628,1.2677e+00,2961
4629,1.2665e+00,2961
4630,1.2652e+00,2957
4631,1.2639e+00,2957
4632,1.2627e+00,2957
4633,1.2614e+00,2957
4634,1.2601e+00,2961
4635,1.2589e+00,2961
4636,1.2576e+00,2961
4637,1.2564e+00,2961
4638,1.2551e+00,2961
4639,1.2538e+00,2961
4640,1.2526e+00,2961
4641,1.2513e+00,2957
4642,1.2501e+00,2957
4643,1.2488e+00,2957
4644,1.2476e+00,2957
4645,1.2463e+00,2957
4646,1.2451e+00,2957
4647,1.2438e+00,2957
4648,1.2426e+00,2957
4649,1.2414e+00,2957
4650,1.2401e+00,2957
4651,1.2389e+00,2957
4652,1.2376e+00,2957
4653,1.2364e+00,2957
4654,1.2352e+00,2957
4655,1.2339e+00,2957
4656,1.2327e+00,2957
4657,1.2315e+00,2957
4658,1.2302e+00,2957
4659,1.2290e+00,2957
4660,1.2278e+00,2957
4661,1.2265e+00,2957
4662,1.2253e+00,2957
4663,1.2241e+00,2957
4664,1.2229e+00,2957
4665,1.2216e+00,2957
4666,1.2204e+00,2957
4667,1.2192e+00,2957
4668,1.2180e+00,2957
4669,1.2168e+00,2957
4670,1.2156e+00,2957
4671,1.2143e+00,2957
4672,1.2131e+00,2957
4673,1.2119e+00,2957
4674,1.2107e+00,2957
4675,1.2095e+00,2957
4676,1.2083e+00,2957
4677,1.2071e+00,2957
4678,1.2059e+00,2957
4679,1.2047e+00,2957
4680,1.2035e+00,2957
4681,1.2022e+00,2957
4682,1.2010e+00,2957
4683,1.1998e+00,2957
4684,1.1986e+00,2957
4685,1.1974e+00,2957
4686,1.1962e+00,2957
4687,1.1951e+00,2957
4688,1.1939e+00,2957
4689,1.1927e+00,2957
4690,1.1915e+00,2957
4691,1.1903e+00,2957
4692,1.1891e+00,2957
4693,1.1879e+00,2957
4694,1.1867e+00,2957
4695,1.1855e+00,2957
4696,1.1843e+00,2957
4697,1.1832e+00,2957
4698,1.1820e+00,2957
4699,1.1808e+00,2957
4700,1.1796e+00,2957
4701,1.1784e+00,2957
4702,1.1773e+00,2957
4703,1.1761e+00,2957
4704,1.1749e+00,2957
4705,1.1737e+00,2957
4706,1.1725e+00,2957
4707,1.1714e+00,2957
4708,1.1702e+00,2957
4709,1.1690e+00,2962
4710,1.1679e+00,2962
4711,1.1667e+00,2962
4712,1.1655e+00,2962
4713,1.1644e+00,2962
4714,1.1632e+00,2962
4715,1.1620e+00,2962
4716,1.1609e+00,2962
4717,1.1597e+00,2962
4718,1.1586e+00,2962
4719,1.1574e+00,2962
4720,1.1562e+00,2962
4721,1.1551e+00,2962
4722,1.1539e+00,2962
4723,1.1528e+00,2962
4724,1.1516e+00,2962
4725,1.1505e+00,2962
4726,1.1493e+00,2962
4727,1.1482e+00,2962
4728,1.1470e+00,2962
4729,1.1459e+00,2962
4730,1.1447e+00,2962
4731,1.1436e+00,2962
4732,1.1424e+00,2962
4733,1.1413e+00,2962
4734,1.1402e+00,2957
4735,1.1390e+00,2957
4736,1.1379e+00,2957
4737,1.1367e+00,2957
4738,1.1356e+00,2957
4739,1.1345e+00,2957
4740,1.1333e+00,2957
4741,1.1322e+00,2957
4742,1.1311e+00,2957
4743,1.1299e+00,2957
4744,1.1288e+00,2957
4745,1.1277e+00,2957
4746,1.1266e+00,2957
4747,1.1254e+00,2957
4748,1.1243e+00,2957
4749,1.1232e+00,2957
4750,1.1221e+00,2957
4751,1.1209e+00,2957
4752,1.1198e+00,2957
4753,1.1187e+00,2957
4754,1.1176e+00,2957
4755,1.1165e+00,2957
4756,1.1153e+00,2957
4757,1.1142e+00,2957
4758,1.1131e+00,2957
4759,1.1120e+00,2957
4760,1.1109e+00,2957
4761,1.1098e+00,2957
4762,1.1087e+00,2957
4763,1.1076e+00,2957
4764,1.1064e+00,2957
4765,1.1053e+00,2957
4766,1.1042e+00,2957
4767,1.1031e+00,2957
4768,1.1020e+00,2957
4769,1.1009e+00,2957
4770,1.0998e+00,2957
4771,1.0987e+00,2957
4772,1.0976e+00,2957
4773,1.0965e+00,2957
4774,1.0954e+00,2957
4775,1.0943e+00,2960
4776,1.0932e+00,2960
4777,1.0921e+00,2960
4778,1.0911e+00,2960
4779,1.0900e+00,2960
4780,1.0889e+00,2960
4781,1.0878e+00,2960
4782,1.0867e+00,2960
4783,1.0856e+00,2960
4784,1.0845e+00,2960
4785,1.0834e+00,2960
4786,1.0824e+00,2960
4787,1.0813e+00,2960
4788,1.0802e+00,2960
4789,1.0791e+00,2960
4790,1.0780e+00,2960
4791,1.0770e+00,2960
4792,1.0759e+00,2960
4793,1.0748e+00,2960
4794,1.0737e+00,2960
4795,1.0727e+00,2960
4796,1.0716e+00,2957
4797,1.0705e+00,2957
4798,1.0694e+00,2957
4799,1.0684e+00,2957
4800,1.0673e+00,2957
4801,1.0662e+00,2957
4802,1.0652e+00,2957
4803,1.0641e+00,2957
4804,1.0630e+00,2957
4805,1.0620e+00,2957
4806,1.0609e+00,2957
4807,1.0599e+00,2957
4808,1.0588e+00,2957
4809,1.0577e+00,2957
4810,1.0567e+00,2957
4811,1.0556e+00,2957
4812,1.0546e+00,2957
4813,1.0535e+00,2957
4814,1.0525e+00,2957
4815,1.0514e+00,2957
4816,1.0504e+00,2957
4817,1.0493e+00,2957
4818,1.0483e+00,2957
4819,1.0472e+00,2957
4820,1.0462e+00,2957
4821,1.0451e+00,2957
4822,1.0441e+00,2957
4823,1.0430e+00,2957
4824,1.0420e+00,2957
4825,1.0409e+00,2957
4826,1.0399e+00,2957
4827,1.0389e+00,2957
4828,1.0378e+00,2957
4829,1.0368e+00,2957
4830,1.0357e+00,2957
4831,1.0347e+00,2957
4832,1.0337e+00,2957
4833,1.0326e+00,2957
4834,1.0316e+00,2957
4835,1.0306e+00,2957
4836,1.0295e+00,2957
4837,1.0285e+00,2957
4838,1.0275e+00,2957
4839,1.0265e+00,2957
4840,1.0254e+00,2957
4841,1.0244e+00,2957
4842,1.0234e+00,2957
4843,1.0224e+00,2957
4844,1.0213e+00,2957
4845,1.0203e+00,2957
4846,1.0193e+00,2957
4847,1.0183e+00,2957
4848,1.0173e+00,2957
4849,1.0162e+00,2957
4850,1.0152e+00,2957
4851,1.0142e+00,2957
4852,1.0132e+00,2957
4853,1.0122e+00,2957
4854,1.0112e+00,2957
4855,1.0102e+00,2957
4856,1.0091e+00,2957
4857,1.0081e+00,2957
4858,1.0071e+00,2957
4859,1.0061e+00,2957
4860,1.0051e+00,2957
4861,1.0041e+00,2957
4862,1.0031e+00,2957
4863,1.0021e+00,2957
4864,1.0011e+00,2957
4865,1.0001e+00,2957
4866,9.9910e-01,2957
4867,9.9810e-01,2957
4868,9.9710e-01,2957
4869,9.9611e-01,2957
4870,9.9511e-01,2957
4871,9.9411e-01,2957
4872,9.9312e-01,2957
4873,9.9213e-01,2957
4874,9.9114e-01,2957
4875,9.9014e-01,2957
4876,9.8915e-01,2957
4877,9.8816e-01,2957
4878,9.8718e-01,2957
4879,9.8619e-01,2957
4880,9.8520e-01,2957
4881,9.8422e-01,2957
4882,9.8323e-01,2957
4883,9.8225e-01,2957
4884,9.8127e-01,2957
4885,9.8029e-01,2957
4886,9.7931e-01,2957
4887,9.7833e-01,2957
4888,9.7735e-01,2957
4889,9.7637e-01,2957
4890,9.7540e-01,2957
4891,9.7442e-01,2957
4892,9.7345e-01,2957
4893,9.7247e-01,2957
4894,9.7150e-01,2957
4895,9.7053e-01,2957
4896,9.6956e-01,2957
4897,9.6859e-01,2957
4898,9.6762e-01,2957
4899,9.6665e-01,2957
4900,9.6569e-01,2957
4901,9.6472e-01,2957
4902,9.6375e-01,2957
4903,9.6279e-01,2957
4904,9.6183e-01,2957
4905,9.6087e-01,2957
4906,9.5991e-01,2957
4907,9.5895e-01,2957
4908,9.5799e-01,2957
4909,9.5703e-01,2957
4910,9.5607e-01,2957
4911,9.5512e-01,2957
4912,9.5416e-01,2957
4913,9.5321e-01,2957
4914,9.5225e-01,2957
4915,9.5130e-01,2957
4916,9.5035e-01,2957
4917,9.4940e-01,2957
4918,9.4845e-01,2957
4919,9.4750e-01,2957
4920,9.4655e-01,2957
4921,9.4561e-01,2957
4922,9.4466e-01,2957
4923,9.4372e-01,2957
4924,9.4277e-01,2957
4925,9.4183e-01,2957
4926,9.4089e-01,2957
4927,9.3995e-01,2957
4928,9.3901e-01,2957
4929,9.3807e-01,2957
4930,9.3713e-01,2957
4931,9.3619e-01,2957
4932,9.3526e-01,2957
4933,9.3432e-01,2957
4934,9.3339e-01,2957
4935,9.3245e-01,2957
4936,9.3152e-01,2957
4937,9.3059e-01,2957
4938,9.2966e-01,2957
4939,9.2873e-01,2957
4940,9.2780e-01,2957
4941,9.2687e-01,2957
4942,9.2595e-01,2957
4943,9.2502e-01,2957
4944,9.2410e-01,2957
4945,9.2317e-01,2957
4946,9.2225e-01,2957
4947,9.2133e-01,2957
4948,9.2041e-01,2957
4949,9.1948e-01,2957
4950,9.1857e-01,2957
4951,9.1765e-01,2957
4952,9.1673e-01,2957
4953,9.1581e-01,2957
4954,9.1490e-01,2957
4955,9.1398e-01,2957
4956,9.1307e-01,2957
4957,9.1215e-01,2957
4958,9.1124e-01,2957
4959,9.1033e-01,2957
4960,9.0942e-01,2957
4961,9.0851e-01,2957
4962,9.0760e-01,2957
4963,9.0670e-01,2957
4964,9.0579e-01,2957
4965,9.0488e-01,2957
4966,9.0398e-01,2957
4967,9.0307e-01,2957
4968,9.0217e-01,2957
4969,9.0127e-01,2957
4970,9.0037e-01,2957
4971,8.9947e-01,2957
4972,8.9857e-01,2957
4973,8.9767e-01,2957
4974,8.9677e-01,2957
4975,8.9587e-01,2957
4976,8.9498e-01,2957
4977,8.9408e-01,2957
4978,8.9319e-01,2957
4979,8.9230e-01,2957
4980,8.9140e-01,2957
4981,8.9051e-01,2957
4982,8.8962e-01,2957
4983,8.8873e-01,2957
4984,8.8784e-01,2957
4985,8.8696e-01,2957
4986,8.8607e-01,2957
4987,8.8518e-01,2957
4988,8.8430e-01,2957
4989,8.8341e-01,2957
4990,8.8253e-01,2957
4991,8.8165e-01,2957
4992,8.8077e-01,2957
4993,8.7989e-01,2957
4994,8.7901e-01,2957
4995,8.7813e-01,2957
4996,8.7725e-01,2957
4997,8.7637e-01,2957
4998,8.7549e-01,2957
4999,8.7462e-01,2957
5000,8.7374e-01,2957
5001,8.7287e-01,2957
5002,8.7200e-01,2957
5003,8.7113e-01,2957
5004,8.7025e-01,2957
5005,8.6938e-01,2957
5006,8.6852e-01,2957
5007,8.6765e-01,2957
5008,8.6678e-01,2957
5009,8.6591e-01,2957
5010,8.6505e-01,2957
5011,8.6418e-01,2957
5012,8.6332e-01,2957
5013,8.6245e-01,2957
5014,8.6159e-01,2957
5015,8.6073e-01,2957
5016,8.5987e-01,2957
5017,8.5901e-01,2957
5018,8.5815e-01,2957
5019,8.5729e-01,2957
5020,8.5643e-01,2957
5021,8.5558e-01,2957
5022,8.5472e-01,2957
5023,8.5387e-01,2957
5024,8.5301e-01,2957
5025,8.5216e-01,2957
5026,8.5131e-01,2957
5027,8.5046e-01,2957
5028,8.4961e-01,2957
5029,8.4876e-01,2957
5030,8.4791e-01,2957
5031,8.4706e-01,2957
5032,8.4621e-01,2957
5033,8.4537e-01,2957
5034,8.4452e-01,2957
5035,8.4368e-01,2957
5036,8.4283e-01,2957
5037,8.4199e-01,2957
5038,8.4115e-01,2957
5039,8.4031e-01,2957
5040,8.3947e-01,2957
5041,8.3863e-01,2957
5042,8.3779e-01,2957
5043,8.3695e-01,2957
5044,8.3611e-01,2957
5045,8.3528e-01,2957
5046,8.3444e-01,2957
5047,8.3361e-01,2957
5048,8.3278e-01,2957
5049,8.3194e-01,2957
5050,8.3111e-01,2957
5051,8.3028e-01,2957
5052,8.2945e-01,2957
5053,8.2862e-01,2957
5054,8.2779e-01,2957
5055,8.2696e-01,2957
5056,8.2614e-01,2957
