Iteration,Temperature,CurrentCost d198
6684,1.7577e-01,15973
6685,1.7559e-01,15973
6686,1.7542e-01,15973
6687,1.7524e-01,15973
6688,1.7507e-01,15973
6689,1.7489e-01,15973
6690,1.7472e-01,15973
6691,1.7454e-01,15974
6692,1.7437e-01,15974
6693,1.7419e-01,15974
6694,1.7402e-01,15973
6695,1.7385e-01,15973
6696,1.7367e-01,15973
6697,1.7350e-01,15973
6698,1.7332e-01,15973
6699,1.7315e-01,15973
6700,1.7298e-01,15973
6701,1.7280e-01,15973
6702,1.7263e-01,15973
6703,1.7246e-01,15973
6704,1.7229e-01,15973
6705,1.7211e-01,15973
6706,1.7194e-01,15973
6707,1.7177e-01,15973
6708,1.7160e-01,15973
6709,1.7143e-01,15973
6710,1.7126e-01,15973
6711,1.7108e-01,15973
6712,1.7091e-01,15973
6713,1.7074e-01,15973
6714,1.7057e-01,15973
6715,1.7040e-01,15973
6716,1.7023e-01,15973
6717,1.7006e-01,15973
6718,1.6989e-01,15973
6719,1.6972e-01,15973
6720,1.6955e-01,15973
6721,1.6938e-01,15973
6722,1.6921e-01,15973
6723,1.6904e-01,15973
6724,1.6887e-01,15973
6725,1.6870e-01,15973
6726,1.6854e-01,15973
6727,1.6837e-01,15973
6728,1.6820e-01,15973
6729,1.6803e-01,15973
6730,1.6786e-01,15973
6731,1.6770e-01,15973
6732,1.6753e-01,15973
6733,1.6736e-01,15973
6734,1.6719e-01,15973
6735,1.6703e-01,15973
6736,1.6686e-01,15973
6737,1.6669e-01,15973
6738,1.6652e-01,15973
6739,1.6636e-01,15973
6740,1.6619e-01,15973
6741,1.6603e-01,15973
6742,1.6586e-01,15973
6743,1.6569e-01,15973
6744,1.6553e-01,15973
6745,1.6536e-01,15973
6746,1.6520e-01,15973
6747,1.6503e-01,15973
6748,1.6487e-01,15973
6749,1.6470e-01,15973
6750,1.6454e-01,15973
6751,1.6437e-01,15973
6752,1.6421e-01,15973
6753,1.6404e-01,15973
6754,1.6388e-01,15973
6755,1.6372e-01,15973
6756,1.6355e-01,15973
6757,1.6339e-01,15973
6758,1.6323e-01,15973
6759,1.6306e-01,15973
6760,1.6290e-01,15973
6761,1.6274e-01,15973
6762,1.6257e-01,15973
6763,1.6241e-01,15973
6764,1.6225e-01,15973
6765,1.6209e-01,15973
6766,1.6192e-01,15973
6767,1.6176e-01,15973
6768,1.6160e-01,15973
6769,1.6144e-01,15973
6770,1.6128e-01,15973
6771,1.6112e-01,15973
6772,1.6096e-01,15973
6773,1.6079e-01,15973
6774,1.6063e-01,15973
6775,1.6047e-01,15973
6776,1.6031e-01,15973
6777,1.6015e-01,15973
6778,1.5999e-01,15973
6779,1.5983e-01,15973
6780,1.5967e-01,15973
6781,1.5951e-01,15973
6782,1.5935e-01,15973
6783,1.5919e-01,15973
6784,1.5903e-01,15973
6785,1.5888e-01,15973
6786,1.5872e-01,15973
6787,1.5856e-01,15973
6788,1.5840e-01,15973
6789,1.5824e-01,15973
6790,1.5808e-01,15973
6791,1.5792e-01,15973
6792,1.5777e-01,15973
6793,1.5761e-01,15973
6794,1.5745e-01,15973
6795,1.5729e-01,15973
6796,1.5714e-01,15973
6797,1.5698e-01,15973
6798,1.5682e-01,15973
6799,1.5667e-01,15973
6800,1.5651e-01,15973
6801,1.5635e-01,15973
6802,1.5620e-01,15973
6803,1.5604e-01,15973
6804,1.5588e-01,15973
6805,1.5573e-01,15973
6806,1.5557e-01,15973
6807,1.5542e-01,15973
6808,1.5526e-01,15973
6809,1.5511e-01,15973
6810,1.5495e-01,15973
6811,1.5480e-01,15973
6812,1.5464e-01,15973
6813,1.5449e-01,15973
6814,1.5433e-01,15973
6815,1.5418e-01,15973
6816,1.5402e-01,15973
6817,1.5387e-01,15973
6818,1.5372e-01,15973
6819,1.5356e-01,15973
6820,1.5341e-01,15973
6821,1.5325e-01,15973
6822,1.5310e-01,15973
6823,1.5295e-01,15973
6824,1.5280e-01,15973
6825,1.5264e-01,15973
6826,1.5249e-01,15973
6827,1.5234e-01,15973
6828,1.5219e-01,15973
6829,1.5203e-01,15973
6830,1.5188e-01,15973
6831,1.5173e-01,15973
6832,1.5158e-01,15973
6833,1.5143e-01,15973
6834,1.5127e-01,15973
6835,1.5112e-01,15973
6836,1.5097e-01,15973
6837,1.5082e-01,15973
6838,1.5067e-01,15973
6839,1.5052e-01,15973
6840,1.5037e-01,15973
6841,1.5022e-01,15973
6842,1.5007e-01,15973
6843,1.4992e-01,15973
6844,1.4977e-01,15973
6845,1.4962e-01,15973
6846,1.4947e-01,15973
6847,1.4932e-01,15973
6848,1.4917e-01,15973
6849,1.4902e-01,15973
6850,1.4887e-01,15973
6851,1.4872e-01,15973
6852,1.4857e-01,15973
6853,1.4843e-01,15973
6854,1.4828e-01,15973
6855,1.4813e-01,15973
6856,1.4798e-01,15973
6857,1.4783e-01,15973
6858,1.4769e-01,15973
6859,1.4754e-01,15973
6860,1.4739e-01,15973
6861,1.4724e-01,15973
6862,1.4710e-01,15973
6863,1.4695e-01,15973
6864,1.4680e-01,15973
6865,1.4665e-01,15973
6866,1.4651e-01,15973
6867,1.4636e-01,15973
6868,1.4622e-01,15973
6869,1.4607e-01,15973
6870,1.4592e-01,15973
6871,1.4578e-01,15973
6872,1.4563e-01,15973
6873,1.4549e-01,15973
6874,1.4534e-01,15973
6875,1.4519e-01,15973
6876,1.4505e-01,15973
6877,1.4490e-01,15973
6878,1.4476e-01,15973
6879,1.4461e-01,15973
6880,1.4447e-01,15973
6881,1.4433e-01,15973
6882,1.4418e-01,15973
6883,1.4404e-01,15973
6884,1.4389e-01,15973
6885,1.4375e-01,15973
6886,1.4361e-01,15973
6887,1.4346e-01,15973
6888,1.4332e-01,15973
6889,1.4318e-01,15973
6890,1.4303e-01,15973
6891,1.4289e-01,15973
6892,1.4275e-01,15973
6893,1.4260e-01,15973
6894,1.4246e-01,15973
6895,1.4232e-01,15973
6896,1.4218e-01,15973
6897,1.4203e-01,15973
6898,1.4189e-01,15973
6899,1.4175e-01,15973
6900,1.4161e-01,15973
6901,1.4147e-01,15973
6902,1.4132e-01,15973
6903,1.4118e-01,15973
6904,1.4104e-01,15973
6905,1.4090e-01,15973
6906,1.4076e-01,15973
6907,1.4062e-01,15973
6908,1.4048e-01,15973
6909,1.4034e-01,15973
6910,1.4020e-01,15973
6911,1.4006e-01,15973
6912,1.3992e-01,15973
6913,1.3978e-01,15973
6914,1.3964e-01,15973
6915,1.3950e-01,15973
6916,1.3936e-01,15973
6917,1.3922e-01,15973
6918,1.3908e-01,15973
6919,1.3894e-01,15973
6920,1.3880e-01,15973
6921,1.3866e-01,15973
6922,1.3853e-01,15973
6923,1.3839e-01,15973
6924,1.3825e-01,15973
6925,1.3811e-01,15973
6926,1.3797e-01,15973
6927,1.3783e-01,15973
6928,1.3770e-01,15973
6929,1.3756e-01,15973
6930,1.3742e-01,15973
6931,1.3728e-01,15973
6932,1.3715e-01,15973
6933,1.3701e-01,15973
6934,1.3687e-01,15973
6935,1.3674e-01,15973
6936,1.3660e-01,15973
6937,1.3646e-01,15973
6938,1.3633e-01,15973
6939,1.3619e-01,15973
6940,1.3605e-01,15973
6941,1.3592e-01,15973
6942,1.3578e-01,15973
6943,1.3565e-01,15973
6944,1.3551e-01,15973
6945,1.3537e-01,15973
6946,1.3524e-01,15973
6947,1.3510e-01,15973
6948,1.3497e-01,15973
6949,1.3483e-01,15973
6950,1.3470e-01,15973
6951,1.3456e-01,15973
6952,1.3443e-01,15973
6953,1.3429e-01,15973
6954,1.3416e-01,15973
6955,1.3403e-01,15973
6956,1.3389e-01,15973
6957,1.3376e-01,15973
6958,1.3362e-01,15973
6959,1.3349e-01,15973
6960,1.3336e-01,15973
6961,1.3322e-01,15973
6962,1.3309e-01,15973
6963,1.3296e-01,15973
6964,1.3282e-01,15973
6965,1.3269e-01,15973
6966,1.3256e-01,15973
6967,1.3243e-01,15973
6968,1.3229e-01,15973
6969,1.3216e-01,15973
6970,1.3203e-01,15973
6971,1.3190e-01,15973
6972,1.3177e-01,15973
6973,1.3163e-01,15973
6974,1.3150e-01,15973
6975,1.3137e-01,15973
6976,1.3124e-01,15973
6977,1.3111e-01,15973
6978,1.3098e-01,15973
6979,1.3085e-01,15973
6980,1.3072e-01,15973
6981,1.3058e-01,15973
6982,1.3045e-01,15973
6983,1.3032e-01,15973
6984,1.3019e-01,15973
6985,1.3006e-01,15973
6986,1.2993e-01,15973
6987,1.2980e-01,15973
6988,1.2967e-01,15973
6989,1.2954e-01,15973
6990,1.2941e-01,15973
6991,1.2928e-01,15973
6992,1.2916e-01,15973
6993,1.2903e-01,15973
6994,1.2890e-01,15973
6995,1.2877e-01,15973
6996,1.2864e-01,15973
6997,1.2851e-01,15973
6998,1.2838e-01,15973
6999,1.2825e-01,15973
7000,1.2813e-01,15973
7001,1.2800e-01,15973
7002,1.2787e-01,15973
7003,1.2774e-01,15973
7004,1.2761e-01,15973
7005,1.2749e-01,15973
7006,1.2736e-01,15973
7007,1.2723e-01,15973
7008,1.2710e-01,15973
7009,1.2698e-01,15973
7010,1.2685e-01,15973
7011,1.2672e-01,15973
7012,1.2660e-01,15973
7013,1.2647e-01,15973
7014,1.2634e-01,15973
7015,1.2622e-01,15973
7016,1.2609e-01,15973
7017,1.2597e-01,15973
7018,1.2584e-01,15973
7019,1.2571e-01,15973
7020,1.2559e-01,15973
7021,1.2546e-01,15973
7022,1.2534e-01,15973
7023,1.2521e-01,15973
7024,1.2509e-01,15973
7025,1.2496e-01,15973
7026,1.2484e-01,15973
7027,1.2471e-01,15973
7028,1.2459e-01,15973
7029,1.2446e-01,15973
7030,1.2434e-01,15973
7031,1.2421e-01,15973
7032,1.2409e-01,15973
7033,1.2396e-01,15973
7034,1.2384e-01,15973
7035,1.2372e-01,15973
7036,1.2359e-01,15973
7037,1.2347e-01,15973
7038,1.2335e-01,15973
7039,1.2322e-01,15973
7040,1.2310e-01,15973
7041,1.2298e-01,15973
7042,1.2285e-01,15973
7043,1.2273e-01,15973
7044,1.2261e-01,15973
7045,1.2249e-01,15973
7046,1.2236e-01,15973
7047,1.2224e-01,15973
7048,1.2212e-01,15973
7049,1.2200e-01,15973
7050,1.2187e-01,15973
7051,1.2175e-01,15973
7052,1.2163e-01,15973
7053,1.2151e-01,15973
7054,1.2139e-01,15973
7055,1.2127e-01,15973
7056,1.2114e-01,15973
7057,1.2102e-01,15973
7058,1.2090e-01,15973
7059,1.2078e-01,15973
7060,1.2066e-01,15973
7061,1.2054e-01,15973
7062,1.2042e-01,15973
7063,1.2030e-01,15973
7064,1.2018e-01,15973
7065,1.2006e-01,15973
7066,1.1994e-01,15973
7067,1.1982e-01,15973
7068,1.1970e-01,15973
7069,1.1958e-01,15973
7070,1.1946e-01,15973
7071,1.1934e-01,15973
7072,1.1922e-01,15973
7073,1.1910e-01,15973
7074,1.1898e-01,15973
7075,1.1886e-01,15973
7076,1.1874e-01,15973
7077,1.1863e-01,15973
7078,1.1851e-01,15973
7079,1.1839e-01,15973
7080,1.1827e-01,15973
7081,1.1815e-01,15973
7082,1.1803e-01,15973
7083,1.1792e-01,15973
7084,1.1780e-01,15973
7085,1.1768e-01,15973
7086,1.1756e-01,15973
7087,1.1744e-01,15973
7088,1.1733e-01,15973
7089,1.1721e-01,15973
7090,1.1709e-01,15973
7091,1.1698e-01,15973
7092,1.1686e-01,15973
7093,1.1674e-01,15973
7094,1.1663e-01,15973
7095,1.1651e-01,15973
7096,1.1639e-01,15973
7097,1.1628e-01,15973
7098,1.1616e-01,15973
7099,1.1604e-01,15973
7100,1.1593e-01,15973
7101,1.1581e-01,15973
7102,1.1570e-01,15973
7103,1.1558e-01,15973
7104,1.1546e-01,15973
7105,1.1535e-01,15973
7106,1.1523e-01,15973
7107,1.1512e-01,15973
7108,1.1500e-01,15973
7109,1.1489e-01,15973
7110,1.1477e-01,15973
7111,1.1466e-01,15973
7112,1.1454e-01,15973
7113,1.1443e-01,15973
7114,1.1431e-01,15973
7115,1.1420e-01,15973
7116,1.1409e-01,15973
7117,1.1397e-01,15973
7118,1.1386e-01,15973
7119,1.1374e-01,15973
7120,1.1363e-01,15973
7121,1.1352e-01,15973
7122,1.1340e-01,15973
7123,1.1329e-01,15973
7124,1.1318e-01,15973
7125,1.1306e-01,15973
7126,1.1295e-01,15973
7127,1.1284e-01,15973
7128,1.1272e-01,15973
7129,1.1261e-01,15973
7130,1.1250e-01,15973
7131,1.1239e-01,15973
7132,1.1227e-01,15973
7133,1.1216e-01,15973
7134,1.1205e-01,15973
7135,1.1194e-01,15973
7136,1.1183e-01,15973
7137,1.1171e-01,15973
7138,1.1160e-01,15973
7139,1.1149e-01,15973
7140,1.1138e-01,15973
7141,1.1127e-01,15973
7142,1.1116e-01,15973
7143,1.1105e-01,15973
7144,1.1093e-01,15973
7145,1.1082e-01,15973
7146,1.1071e-01,15973
7147,1.1060e-01,15973
7148,1.1049e-01,15973
7149,1.1038e-01,15973
7150,1.1027e-01,15973
7151,1.1016e-01,15973
7152,1.1005e-01,15973
7153,1.0994e-01,15973
7154,1.0983e-01,15973
7155,1.0972e-01,15973
7156,1.0961e-01,15973
7157,1.0950e-01,15973
7158,1.0939e-01,15973
7159,1.0928e-01,15973
7160,1.0917e-01,15973
7161,1.0906e-01,15973
7162,1.0895e-01,15973
7163,1.0885e-01,15973
7164,1.0874e-01,15973
7165,1.0863e-01,15973
7166,1.0852e-01,15973
7167,1.0841e-01,15973
7168,1.0830e-01,15973
7169,1.0819e-01,15973
7170,1.0809e-01,15973
7171,1.0798e-01,15973
7172,1.0787e-01,15973
7173,1.0776e-01,15973
7174,1.0765e-01,15973
7175,1.0755e-01,15973
7176,1.0744e-01,15973
7177,1.0733e-01,15973
7178,1.0722e-01,15973
7179,1.0712e-01,15973
7180,1.0701e-01,15973
7181,1.0690e-01,15973
7182,1.0680e-01,15973
7183,1.0669e-01,15973
7184,1.0658e-01,15973
7185,1.0648e-01,15973
7186,1.0637e-01,15973
7187,1.0626e-01,15973
7188,1.0616e-01,15973
7189,1.0605e-01,15973
7190,1.0594e-01,15973
7191,1.0584e-01,15973
7192,1.0573e-01,15973
7193,1.0563e-01,15973
7194,1.0552e-01,15973
7195,1.0542e-01,15973
7196,1.0531e-01,15973
7197,1.0521e-01,15973
7198,1.0510e-01,15973
7199,1.0500e-01,15973
7200,1.0489e-01,15973
7201,1.0479e-01,15973
7202,1.0468e-01,15973
7203,1.0458e-01,15973
7204,1.0447e-01,15973
7205,1.0437e-01,15973
7206,1.0426e-01,15973
7207,1.0416e-01,15973
7208,1.0405e-01,15973
7209,1.0395e-01,15973
7210,1.0385e-01,15973
7211,1.0374e-01,15973
7212,1.0364e-01,15973
7213,1.0353e-01,15973
7214,1.0343e-01,15973
7215,1.0333e-01,15973
7216,1.0322e-01,15973
7217,1.0312e-01,15973
7218,1.0302e-01,15973
7219,1.0291e-01,15973
7220,1.0281e-01,15973
7221,1.0271e-01,15973
7222,1.0261e-01,15973
7223,1.0250e-01,15973
7224,1.0240e-01,15973
7225,1.0230e-01,15973
7226,1.0220e-01,15973
7227,1.0209e-01,15973
7228,1.0199e-01,15973
7229,1.0189e-01,15973
7230,1.0179e-01,15973
7231,1.0169e-01,15973
7232,1.0159e-01,15973
7233,1.0148e-01,15973
7234,1.0138e-01,15973
7235,1.0128e-01,15973
7236,1.0118e-01,15973
7237,1.0108e-01,15973
7238,1.0098e-01,15973
7239,1.0088e-01,15973
7240,1.0078e-01,15973
7241,1.0067e-01,15973
7242,1.0057e-01,15973
7243,1.0047e-01,15973
7244,1.0037e-01,15973
7245,1.0027e-01,15973
7246,1.0017e-01,15973
7247,1.0007e-01,15973
7248,9.9972e-02,15973
7249,9.9872e-02,15973
7250,9.9772e-02,15973
7251,9.9672e-02,15973
7252,9.9573e-02,15973
7253,9.9473e-02,15973
7254,9.9374e-02,15973
7255,9.9274e-02,15973
7256,9.9175e-02,15973
7257,9.9076e-02,15973
7258,9.8977e-02,15973
7259,9.8878e-02,15973
7260,9.8779e-02,15973
7261,9.8680e-02,15973
7262,9.8581e-02,15973
7263,9.8483e-02,15973
7264,9.8384e-02,15973
7265,9.8286e-02,15973
7266,9.8188e-02,15973
7267,9.8089e-02,15973
7268,9.7991e-02,15973
7269,9.7893e-02,15973
7270,9.7795e-02,15973
7271,9.7698e-02,15973
7272,9.7600e-02,15973
7273,9.7502e-02,15973
7274,9.7405e-02,15973
7275,9.7307e-02,15973
7276,9.7210e-02,15973
7277,9.7113e-02,15973
7278,9.7016e-02,15973
7279,9.6919e-02,15973
7280,9.6822e-02,15973
7281,9.6725e-02,15973
7282,9.6628e-02,15973
7283,9.6532e-02,15973
7284,9.6435e-02,15973
7285,9.6339e-02,15973
7286,9.6242e-02,15973
7287,9.6146e-02,15973
7288,9.6050e-02,15973
7289,9.5954e-02,15973
7290,9.5858e-02,15973
7291,9.5762e-02,15973
7292,9.5666e-02,15973
7293,9.5571e-02,15973
7294,9.5475e-02,15973
7295,9.5380e-02,15973
7296,9.5284e-02,15973
7297,9.5189e-02,15973
7298,9.5094e-02,15973
7299,9.4999e-02,15973
7300,9.4904e-02,15973
7301,9.4809e-02,15973
7302,9.4714e-02,15973
7303,9.4619e-02,15973
7304,9.4525e-02,15973
7305,9.4430e-02,15973
7306,9.4336e-02,15973
7307,9.4241e-02,15973
7308,9.4147e-02,15973
7309,9.4053e-02,15973
7310,9.3959e-02,15973
7311,9.3865e-02,15973
7312,9.3771e-02,15973
7313,9.3677e-02,15973
7314,9.3584e-02,15973
7315,9.3490e-02,15973
7316,9.3397e-02,15973
7317,9.3303e-02,15973
7318,9.3210e-02,15973
7319,9.3117e-02,15973
7320,9.3024e-02,15973
7321,9.2931e-02,15973
7322,9.2838e-02,15973
7323,9.2745e-02,15973
7324,9.2652e-02,15973
7325,9.2559e-02,15973
7326,9.2467e-02,15973
7327,9.2374e-02,15973
7328,9.2282e-02,15973
7329,9.2190e-02,15973
7330,9.2097e-02,15973
7331,9.2005e-02,15973
7332,9.1913e-02,15973
7333,9.1821e-02,15973
7334,9.1730e-02,15973
7335,9.1638e-02,15973
7336,9.1546e-02,15973
7337,9.1455e-02,15973
7338,9.1363e-02,15973
7339,9.1272e-02,15973
7340,9.1181e-02,15973
7341,9.1089e-02,15973
7342,9.0998e-02,15973
7343,9.0907e-02,15973
7344,9.0816e-02,15973
7345,9.0726e-02,15973
7346,9.0635e-02,15973
7347,9.0544e-02,15973
7348,9.0454e-02,15973
7349,9.0363e-02,15973
7350,9.0273e-02,15973
7351,9.0183e-02,15973
7352,9.0092e-02,15973
7353,9.0002e-02,15973
7354,8.9912e-02,15973
7355,8.9822e-02,15973
7356,8.9733e-02,15973
7357,8.9643e-02,15973
7358,8.9553e-02,15973
7359,8.9464e-02,15973
7360,8.9374e-02,15973
7361,8.9285e-02,15973
7362,8.9196e-02,15973
7363,8.9106e-02,15973
7364,8.9017e-02,15973
7365,8.8928e-02,15973
7366,8.8839e-02,15973
7367,8.8751e-02,15973
7368,8.8662e-02,15973
7369,8.8573e-02,15973
7370,8.8485e-02,15973
7371,8.8396e-02,15973
7372,8.8308e-02,15973
7373,8.8219e-02,15973
7374,8.8131e-02,15973
7375,8.8043e-02,15973
7376,8.7955e-02,15973
7377,8.7867e-02,15973
7378,8.7779e-02,15973
7379,8.7691e-02,15973
7380,8.7604e-02,15973
7381,8.7516e-02,15973
7382,8.7429e-02,15973
7383,8.7341e-02,15973
7384,8.7254e-02,15973
7385,8.7167e-02,15973
7386,8.7079e-02,15973
7387,8.6992e-02,15973
7388,8.6905e-02,15973
7389,8.6818e-02,15973
7390,8.6732e-02,15973
7391,8.6645e-02,15973
7392,8.6558e-02,15973
7393,8.6472e-02,15973
7394,8.6385e-02,15973
7395,8.6299e-02,15973
7396,8.6212e-02,15973
7397,8.6126e-02,15973
7398,8.6040e-02,15973
7399,8.5954e-02,15973
7400,8.5868e-02,15973
7401,8.5782e-02,15973
7402,8.5696e-02,15973
7403,8.5611e-02,15973
7404,8.5525e-02,15973
7405,8.5440e-02,15973
7406,8.5354e-02,15973
7407,8.5269e-02,15973
7408,8.5184e-02,15973
7409,8.5098e-02,15973
7410,8.5013e-02,15973
7411,8.4928e-02,15973
7412,8.4843e-02,15973
7413,8.4759e-02,15973
7414,8.4674e-02,15973
7415,8.4589e-02,15973
7416,8.4504e-02,15973
7417,8.4420e-02,15973
7418,8.4336e-02,15973
7419,8.4251e-02,15973
7420,8.4167e-02,15973
7421,8.4083e-02,15973
7422,8.3999e-02,15973
7423,8.3915e-02,15973
7424,8.3831e-02,15973
7425,8.3747e-02,15973
7426,8.3663e-02,15973
7427,8.3580e-02,15973
7428,8.3496e-02,15973
7429,8.3413e-02,15973
7430,8.3329e-02,15973
7431,8.3246e-02,15973
7432,8.3163e-02,15973
7433,8.3079e-02,15973
7434,8.2996e-02,15973
7435,8.2913e-02,15973
7436,8.2830e-02,15973
7437,8.2748e-02,15973
7438,8.2665e-02,15973
7439,8.2582e-02,15973
7440,8.2500e-02,15973
7441,8.2417e-02,15973
7442,8.2335e-02,15973
7443,8.2252e-02,15973
7444,8.2170e-02,15973
7445,8.2088e-02,15973
7446,8.2006e-02,15973
7447,8.1924e-02,15973
7448,8.1842e-02,15973
7449,8.1760e-02,15973
7450,8.1678e-02,15973
7451,8.1597e-02,15973
7452,8.1515e-02,15973
7453,8.1433e-02,15973
7454,8.1352e-02,15973
7455,8.1271e-02,15973
7456,8.1189e-02,15973
7457,8.1108e-02,15973
7458,8.1027e-02,15973
7459,8.0946e-02,15973
7460,8.0865e-02,15973
7461,8.0784e-02,15973
7462,8.0703e-02,15973
7463,8.0623e-02,15973
7464,8.0542e-02,15973
7465,8.0462e-02,15973
7466,8.0381e-02,15973
7467,8.0301e-02,15973
7468,8.0220e-02,15973
7469,8.0140e-02,15973
7470,8.0060e-02,15973
7471,7.9980e-02,15973
7472,7.9900e-02,15973
7473,7.9820e-02,15973
7474,7.9740e-02,15973
7475,7.9661e-02,15973
7476,7.9581e-02,15973
7477,7.9501e-02,15973
7478,7.9422e-02,15973
7479,7.9342e-02,15973
7480,7.9263e-02,15973
7481,7.9184e-02,15973
7482,7.9105e-02,15973
7483,7.9026e-02,15973
7484,7.8947e-02,15973
7485,7.8868e-02,15973
7486,7.8789e-02,15973
7487,7.8710e-02,15973
7488,7.8631e-02,15973
7489,7.8553e-02,15973
7490,7.8474e-02,15973
7491,7.8396e-02,15973
7492,7.8317e-02,15973
7493,7.8239e-02,15973
7494,7.8161e-02,15973
7495,7.8082e-02,15973
7496,7.8004e-02,15973
7497,7.7926e-02,15973
7498,7.7848e-02,15973
7499,7.7771e-02,15973
7500,7.7693e-02,15973
7501,7.7615e-02,15973
7502,7.7537e-02,15973
7503,7.7460e-02,15973
7504,7.7383e-02,15973
7505,7.7305e-02,15973
7506,7.7228e-02,15973
7507,7.7151e-02,15973
7508,7.7073e-02,15973
7509,7.6996e-02,15973
7510,7.6919e-02,15973
7511,7.6842e-02,15973
7512,7.6766e-02,15973
7513,7.6689e-02,15973
7514,7.6612e-02,15973
7515,7.6536e-02,15973
7516,7.6459e-02,15973
7517,7.6383e-02,15973
7518,7.6306e-02,15973
7519,7.6230e-02,15973
7520,7.6154e-02,15973
7521,7.6077e-02,15973
7522,7.6001e-02,15973
7523,7.5925e-02,15973
7524,7.5849e-02,15973
7525,7.5774e-02,15973
7526,7.5698e-02,15973
7527,7.5622e-02,15973
7528,7.5547e-02,15973
7529,7.5471e-02,15973
7530,7.5396e-02,15973
7531,7.5320e-02,15973
7532,7.5245e-02,15973
7533,7.5170e-02,15973
7534,7.5094e-02,15973
7535,7.5019e-02,15973
7536,7.4944e-02,15973
7537,7.4869e-02,15973
7538,7.4794e-02,15973
7539,7.4720e-02,15973
7540,7.4645e-02,15973
7541,7.4570e-02,15973
7542,7.4496e-02,15973
7543,7.4421e-02,15973
7544,7.4347e-02,15973
7545,7.4272e-02,15973
7546,7.4198e-02,15973
7547,7.4124e-02,15973
7548,7.4050e-02,15973
7549,7.3976e-02,15973
7550,7.3902e-02,15973
7551,7.3828e-02,15973
7552,7.3754e-02,15973
7553,7.3680e-02,15973
7554,7.3607e-02,15973
7555,7.3533e-02,15973
7556,7.3460e-02,15973
7557,7.3386e-02,15973
7558,7.3313e-02,15973
7559,7.3239e-02,15973
7560,7.3166e-02,15973
7561,7.3093e-02,15973
7562,7.3020e-02,15973
7563,7.2947e-02,15973
7564,7.2874e-02,15973
7565,7.2801e-02,15973
7566,7.2728e-02,15973
7567,7.2656e-02,15973
7568,7.2583e-02,15973
7569,7.2510e-02,15973
7570,7.2438e-02,15973
7571,7.2365e-02,15973
7572,7.2293e-02,15973
7573,7.2221e-02,15973
7574,7.2148e-02,15973
7575,7.2076e-02,15973
7576,7.2004e-02,15973
7577,7.1932e-02,15973
7578,7.1860e-02,15973
7579,7.1788e-02,15973
7580,7.1717e-02,15973
7581,7.1645e-02,15973
7582,7.1573e-02,15973
7583,7.1502e-02,15973
7584,7.1430e-02,15973
7585,7.1359e-02,15973
7586,7.1287e-02,15973
7587,7.1216e-02,15973
7588,7.1145e-02,15973
7589,7.1074e-02,15973
7590,7.1003e-02,15973
7591,7.0932e-02,15973
7592,7.0861e-02,15973
7593,7.0790e-02,15973
7594,7.0719e-02,15973
7595,7.0648e-02,15973
7596,7.0578e-02,15973
7597,7.0507e-02,15973
7598,7.0437e-02,15973
7599,7.0366e-02,15973
7600,7.0296e-02,15973
7601,7.0226e-02,15973
7602,7.0155e-02,15973
7603,7.0085e-02,15973
7604,7.0015e-02,15973
7605,6.9945e-02,15973
7606,6.9875e-02,15973
7607,6.9805e-02,15973
7608,6.9735e-02,15973
7609,6.9666e-02,15973
7610,6.9596e-02,15973
7611,6.9526e-02,15973
7612,6.9457e-02,15973
7613,6.9387e-02,15973
7614,6.9318e-02,15973
7615,6.9249e-02,15973
7616,6.9180e-02,15973
7617,6.9110e-02,15973
7618,6.9041e-02,15973
7619,6.8972e-02,15973
7620,6.8903e-02,15973
7621,6.8834e-02,15973
7622,6.8765e-02,15973
7623,6.8697e-02,15973
7624,6.8628e-02,15973
7625,6.8559e-02,15973
7626,6.8491e-02,15973
7627,6.8422e-02,15973
7628,6.8354e-02,15973
7629,6.8286e-02,15973
7630,6.8217e-02,15973
7631,6.8149e-02,15973
7632,6.8081e-02,15973
7633,6.8013e-02,15973
7634,6.7945e-02,15973
7635,6.7877e-02,15973
7636,6.7809e-02,15973
7637,6.7741e-02,15973
7638,6.7673e-02,15973
7639,6.7606e-02,15973
7640,6.7538e-02,15973
7641,6.7471e-02,15973
7642,6.7403e-02,15973
7643,6.7336e-02,15973
7644,6.7268e-02,15973
7645,6.7201e-02,15973
7646,6.7134e-02,15973
7647,6.7067e-02,15973
7648,6.7000e-02,15973
7649,6.6933e-02,15973
7650,6.6866e-02,15973
7651,6.6799e-02,15973
7652,6.6732e-02,15973
7653,6.6665e-02,15973
7654,6.6599e-02,15973
7655,6.6532e-02,15973
7656,6.6466e-02,15973
7657,6.6399e-02,15973
7658,6.6333e-02,15973
7659,6.6266e-02,15973
7660,6.6200e-02,15973
7661,6.6134e-02,15973
7662,6.6068e-02,15973
7663,6.6002e-02,15973
7664,6.5936e-02,15973
7665,6.5870e-02,15973
7666,6.5804e-02,15973
7667,6.5738e-02,15973
7668,6.5672e-02,15973
7669,6.5607e-02,15973
7670,6.5541e-02,15973
7671,6.5476e-02,15973
7672,6.5410e-02,15973
7673,6.5345e-02,15973
7674,6.5279e-02,15973
7675,6.5214e-02,15973
7676,6.5149e-02,15973
7677,6.5084e-02,15973
7678,6.5019e-02,15973
7679,6.4954e-02,15973
7680,6.4889e-02,15973
7681,6.4824e-02,15973
